id,count,sequence_id,date,start_date,end_date
1101,1,20231011043x,2023-10-11,04:35:41,04:35:41
1102,0,20231011043x,2023-10-11,04:35:42,04:35:42
1103,2,20231011043x,2023-10-11,04:35:43,04:35:43
1104,2,20231011043x,2023-10-11,04:35:44,04:35:44
1105,0,20231011043x,2023-10-11,04:35:45,04:35:45
1106,1,20231011043x,2023-10-11,04:35:46,04:35:46
1107,2,20231011043x,2023-10-11,04:35:47,04:35:47
1108,1,20231011043x,2023-10-11,04:35:48,04:35:48
1109,2,20231011043x,2023-10-11,04:35:49,04:35:49
1110,2,20231011043x,2023-10-11,04:35:50,04:35:50
1111,1,20231011043x,2023-10-11,04:35:51,04:35:51
1112,2,20231011043x,2023-10-11,04:35:52,04:35:52
1113,0,20231011043x,2023-10-11,04:35:53,04:35:53
1114,0,20231011043x,2023-10-11,04:35:54,04:35:54
1115,0,20231011043x,2023-10-11,04:35:55,04:35:55
1116,3,20231011043x,2023-10-11,04:35:56,04:35:56
1117,0,20231011043x,2023-10-11,04:35:57,04:35:57
1118,1,20231011043x,2023-10-11,04:35:58,04:35:58
1119,0,20231011043x,2023-10-11,04:35:59,04:35:59
1120,1,20231011043x,2023-10-11,04:36:00,04:36:00
1121,2,20231011043x,2023-10-11,04:36:01,04:36:01
1122,1,20231011043x,2023-10-11,04:36:02,04:36:02
1123,1,20231011043x,2023-10-11,04:36:03,04:36:03
1124,1,20231011043x,2023-10-11,04:36:04,04:36:04
1125,1,20231011043x,2023-10-11,04:36:05,04:36:05
1126,1,20231011043x,2023-10-11,04:36:06,04:36:06
1127,2,20231011043x,2023-10-11,04:36:07,04:36:07
1128,0,20231011043x,2023-10-11,04:36:08,04:36:08
1129,1,20231011043x,2023-10-11,04:36:09,04:36:09
1130,1,20231011043x,2023-10-11,04:36:10,04:36:10
1131,0,20231011043x,2023-10-11,04:36:11,04:36:11
1132,1,20231011043x,2023-10-11,04:36:12,04:36:12
1133,2,20231011043x,2023-10-11,04:36:13,04:36:13
1134,1,20231011043x,2023-10-11,04:36:14,04:36:14
1135,1,20231011043x,2023-10-11,04:36:15,04:36:15
1136,1,20231011043x,2023-10-11,04:36:16,04:36:16
1137,1,20231011043x,2023-10-11,04:36:17,04:36:17
1138,2,20231011043x,2023-10-11,04:36:18,04:36:18
1139,2,20231011043x,2023-10-11,04:36:19,04:36:19
1140,1,20231011043x,2023-10-11,04:36:20,04:36:20
1141,1,20231011043x,2023-10-11,04:36:21,04:36:21
1142,0,20231011043x,2023-10-11,04:36:22,04:36:22
1143,1,20231011043x,2023-10-11,04:36:23,04:36:23
1144,1,20231011043x,2023-10-11,04:36:24,04:36:24
1145,1,20231011043x,2023-10-11,04:36:26,04:36:26
1146,1,20231011043x,2023-10-11,04:36:27,04:36:27
1147,0,20231011043x,2023-10-11,04:36:28,04:36:28
1148,2,20231011043x,2023-10-11,04:36:29,04:36:29
1149,2,20231011043x,2023-10-11,04:36:30,04:36:30
1150,2,20231011043x,2023-10-11,04:36:31,04:36:31
1151,2,20231011043x,2023-10-11,04:36:32,04:36:32
1152,2,20231011043x,2023-10-11,04:36:33,04:36:33
1153,1,20231011043x,2023-10-11,04:36:34,04:36:34
1154,2,20231011043x,2023-10-11,04:36:35,04:36:35
1155,3,20231011043x,2023-10-11,04:36:36,04:36:36
1156,1,20231011043x,2023-10-11,04:36:37,04:36:37
1157,1,20231011043x,2023-10-11,04:36:38,04:36:38
1158,1,20231011043x,2023-10-11,04:36:39,04:36:39
1159,4,20231011043x,2023-10-11,04:36:40,04:36:40
1160,2,20231011043x,2023-10-11,04:36:41,04:36:41
1161,1,20231011043x,2023-10-11,04:36:42,04:36:42
1162,3,20231011043x,2023-10-11,04:36:43,04:36:43
1163,2,20231011043x,2023-10-11,04:36:44,04:36:44
1164,1,20231011043x,2023-10-11,04:36:45,04:36:45
1165,2,20231011043x,2023-10-11,04:36:46,04:36:46
1166,2,20231011043x,2023-10-11,04:36:47,04:36:47
1167,2,20231011043x,2023-10-11,04:36:48,04:36:48
1168,0,20231011043x,2023-10-11,04:36:49,04:36:49
1169,2,20231011043x,2023-10-11,04:36:50,04:36:50
1170,0,20231011043x,2023-10-11,04:36:51,04:36:51
1171,3,20231011043x,2023-10-11,04:36:52,04:36:52
1172,2,20231011043x,2023-10-11,04:36:53,04:36:53
1173,0,20231011043x,2023-10-11,04:36:54,04:36:54
1174,1,20231011043x,2023-10-11,04:36:55,04:36:55
1175,2,20231011043x,2023-10-11,04:36:56,04:36:56
1176,1,20231011043x,2023-10-11,04:36:57,04:36:57
1177,1,20231011043x,2023-10-11,04:36:58,04:36:58
1178,0,20231011043x,2023-10-11,04:36:59,04:36:59
1179,1,20231011043x,2023-10-11,04:37:00,04:37:00
1180,2,20231011043x,2023-10-11,04:37:01,04:37:01
1181,0,20231011043x,2023-10-11,04:37:02,04:37:02
1182,0,20231011043x,2023-10-11,04:37:03,04:37:03
1183,2,20231011043x,2023-10-11,04:37:04,04:37:04
1184,2,20231011043x,2023-10-11,04:37:05,04:37:05
1185,0,20231011043x,2023-10-11,04:37:06,04:37:06
1186,1,20231011043x,2023-10-11,04:37:07,04:37:07
1187,1,20231011043x,2023-10-11,04:37:08,04:37:08
1188,2,20231011043x,2023-10-11,04:37:09,04:37:09
1189,2,20231011043x,2023-10-11,04:37:10,04:37:10
1190,1,20231011043x,2023-10-11,04:37:11,04:37:11
1191,0,20231011043x,2023-10-11,04:37:12,04:37:12
1192,1,20231011043x,2023-10-11,04:37:13,04:37:13
1193,1,20231011043x,2023-10-11,04:37:14,04:37:14
1194,2,20231011043x,2023-10-11,04:37:15,04:37:15
1195,1,20231011043x,2023-10-11,04:37:16,04:37:16
1196,3,20231011043x,2023-10-11,04:37:17,04:37:17
1197,1,20231011043x,2023-10-11,04:37:18,04:37:18
1198,1,20231011043x,2023-10-11,04:37:19,04:37:19
1199,0,20231011043x,2023-10-11,04:37:20,04:37:20
1200,2,20231011043x,2023-10-11,04:37:21,04:37:21
1201,1,20231011043x,2023-10-11,04:37:22,04:37:22
1202,2,20231011043x,2023-10-11,04:37:23,04:37:23
1203,0,20231011043x,2023-10-11,04:37:24,04:37:24
1204,2,20231011043x,2023-10-11,04:37:25,04:37:25
1205,2,20231011043x,2023-10-11,04:37:26,04:37:26
1206,1,20231011043x,2023-10-11,04:37:27,04:37:27
1207,1,20231011043x,2023-10-11,04:37:28,04:37:28
1208,2,20231011043x,2023-10-11,04:37:29,04:37:29
1209,1,20231011043x,2023-10-11,04:37:30,04:37:30
1210,2,20231011043x,2023-10-11,04:37:31,04:37:31
1211,0,20231011043x,2023-10-11,04:37:32,04:37:32
1212,1,20231011043x,2023-10-11,04:37:33,04:37:33
1213,3,20231011043x,2023-10-11,04:37:34,04:37:34
1214,0,20231011043x,2023-10-11,04:37:35,04:37:35
1215,1,20231011043x,2023-10-11,04:37:36,04:37:36
1216,1,20231011043x,2023-10-11,04:37:37,04:37:37
1217,1,20231011043x,2023-10-11,04:37:38,04:37:38
1218,1,20231011043x,2023-10-11,04:37:39,04:37:39
1219,1,20231011043x,2023-10-11,04:37:40,04:37:40
1220,1,20231011043x,2023-10-11,04:37:41,04:37:41
1221,1,20231011043x,2023-10-11,04:37:42,04:37:42
1222,2,20231011043x,2023-10-11,04:37:43,04:37:43
1223,1,20231011043x,2023-10-11,04:37:44,04:37:44
1224,1,20231011043x,2023-10-11,04:37:45,04:37:45
1225,0,20231011043x,2023-10-11,04:37:46,04:37:46
1226,1,20231011043x,2023-10-11,04:37:47,04:37:47
1227,1,20231011043x,2023-10-11,04:37:48,04:37:48
1228,2,20231011043x,2023-10-11,04:37:49,04:37:49
1229,0,20231011043x,2023-10-11,04:37:50,04:37:50
1230,1,20231011043x,2023-10-11,04:37:51,04:37:51
1231,3,20231011043x,2023-10-11,04:37:52,04:37:52
1232,1,20231011043x,2023-10-11,04:37:53,04:37:53
1233,0,20231011043x,2023-10-11,04:37:54,04:37:54
1234,1,20231011043x,2023-10-11,04:37:55,04:37:55
1235,2,20231011043x,2023-10-11,04:37:57,04:37:57
1236,1,20231011043x,2023-10-11,04:37:58,04:37:58
1237,1,20231011043x,2023-10-11,04:37:59,04:37:59
1238,1,20231011043x,2023-10-11,04:38:00,04:38:00
1239,1,20231011043x,2023-10-11,04:38:01,04:38:01
1240,2,20231011043x,2023-10-11,04:38:02,04:38:02
1241,1,20231011043x,2023-10-11,04:38:03,04:38:03
1242,2,20231011043x,2023-10-11,04:38:04,04:38:04
1243,1,20231011043x,2023-10-11,04:38:05,04:38:05
1244,1,20231011043x,2023-10-11,04:38:06,04:38:06
1245,1,20231011043x,2023-10-11,04:38:07,04:38:07
1246,0,20231011043x,2023-10-11,04:38:08,04:38:08
1247,1,20231011043x,2023-10-11,04:38:09,04:38:09
1248,0,20231011043x,2023-10-11,04:38:10,04:38:10
1249,2,20231011043x,2023-10-11,04:38:11,04:38:11
1250,1,20231011043x,2023-10-11,04:38:12,04:38:12
1251,2,20231011043x,2023-10-11,04:38:13,04:38:13
1252,1,20231011043x,2023-10-11,04:38:14,04:38:14
1253,0,20231011043x,2023-10-11,04:38:15,04:38:15
1254,2,20231011043x,2023-10-11,04:38:16,04:38:16
1255,0,20231011043x,2023-10-11,04:38:17,04:38:17
1256,0,20231011043x,2023-10-11,04:38:18,04:38:18
1257,1,20231011043x,2023-10-11,04:38:19,04:38:19
1258,1,20231011043x,2023-10-11,04:38:20,04:38:20
1259,2,20231011043x,2023-10-11,04:38:21,04:38:21
1260,2,20231011043x,2023-10-11,04:38:22,04:38:22
1261,1,20231011043x,2023-10-11,04:38:23,04:38:23
1262,0,20231011043x,2023-10-11,04:38:24,04:38:24
1263,2,20231011043x,2023-10-11,04:38:25,04:38:25
1264,1,20231011043x,2023-10-11,04:38:26,04:38:26
1265,0,20231011043x,2023-10-11,04:38:27,04:38:27
1266,1,20231011043x,2023-10-11,04:38:28,04:38:28
1267,1,20231011043x,2023-10-11,04:38:29,04:38:29
1268,1,20231011043x,2023-10-11,04:38:30,04:38:30
1269,1,20231011043x,2023-10-11,04:38:31,04:38:31
1270,2,20231011043x,2023-10-11,04:38:32,04:38:32
1271,2,20231011043x,2023-10-11,04:38:33,04:38:33
1272,1,20231011043x,2023-10-11,04:38:34,04:38:34
1273,0,20231011043x,2023-10-11,04:38:35,04:38:35
1274,2,20231011043x,2023-10-11,04:38:36,04:38:36
1275,1,20231011043x,2023-10-11,04:38:37,04:38:37
1276,1,20231011043x,2023-10-11,04:38:38,04:38:38
1277,0,20231011043x,2023-10-11,04:38:39,04:38:39
1278,1,20231011043x,2023-10-11,04:38:40,04:38:40
1279,2,20231011043x,2023-10-11,04:38:41,04:38:41
1280,1,20231011043x,2023-10-11,04:38:42,04:38:42
1281,1,20231011043x,2023-10-11,04:38:43,04:38:43
1282,2,20231011043x,2023-10-11,04:38:44,04:38:44
1283,1,20231011043x,2023-10-11,04:38:45,04:38:45
1284,1,20231011043x,2023-10-11,04:38:46,04:38:46
1285,2,20231011043x,2023-10-11,04:38:47,04:38:47
1286,1,20231011043x,2023-10-11,04:38:48,04:38:48
1287,0,20231011043x,2023-10-11,04:38:49,04:38:49
1288,1,20231011043x,2023-10-11,04:38:50,04:38:50
1289,1,20231011043x,2023-10-11,04:38:51,04:38:51
1290,0,20231011043x,2023-10-11,04:38:52,04:38:52
1291,1,20231011043x,2023-10-11,04:38:53,04:38:53
1292,1,20231011043x,2023-10-11,04:38:54,04:38:54
1293,1,20231011043x,2023-10-11,04:38:55,04:38:55
1294,1,20231011043x,2023-10-11,04:38:56,04:38:56
1295,0,20231011043x,2023-10-11,04:38:57,04:38:57
1296,0,20231011043x,2023-10-11,04:38:58,04:38:58
1297,0,20231011043x,2023-10-11,04:38:59,04:38:59
1298,2,20231011043x,2023-10-11,04:39:00,04:39:00
1299,2,20231011043x,2023-10-11,04:39:01,04:39:01
1300,1,20231011043x,2023-10-11,04:39:02,04:39:02
1301,0,20231011043x,2023-10-11,04:39:03,04:39:03
1302,0,20231011043x,2023-10-11,04:39:04,04:39:04
1303,2,20231011043x,2023-10-11,04:39:05,04:39:05
1304,1,20231011043x,2023-10-11,04:39:06,04:39:06
1305,0,20231011043x,2023-10-11,04:39:07,04:39:07
1306,1,20231011043x,2023-10-11,04:39:08,04:39:08
1307,1,20231011043x,2023-10-11,04:39:09,04:39:09
1308,1,20231011043x,2023-10-11,04:39:10,04:39:10
1309,0,20231011043x,2023-10-11,04:39:11,04:39:11
1310,1,20231011043x,2023-10-11,04:39:12,04:39:12
1311,0,20231011043x,2023-10-11,04:39:13,04:39:13
1312,3,20231011043x,2023-10-11,04:39:14,04:39:14
1313,0,20231011043x,2023-10-11,04:39:15,04:39:15
1314,1,20231011043x,2023-10-11,04:39:16,04:39:16
1315,0,20231011043x,2023-10-11,04:39:17,04:39:17
1316,2,20231011043x,2023-10-11,04:39:18,04:39:18
1317,1,20231011043x,2023-10-11,04:39:19,04:39:19
1318,0,20231011043x,2023-10-11,04:39:20,04:39:20
1319,2,20231011043x,2023-10-11,04:39:21,04:39:21
1320,1,20231011043x,2023-10-11,04:39:22,04:39:22
1321,1,20231011043x,2023-10-11,04:39:23,04:39:23
1322,0,20231011043x,2023-10-11,04:39:24,04:39:24
1323,0,20231011043x,2023-10-11,04:39:25,04:39:25
1324,1,20231011043x,2023-10-11,04:39:26,04:39:26
1325,0,20231011043x,2023-10-11,04:39:27,04:39:27
1326,1,20231011043x,2023-10-11,04:39:28,04:39:28
1327,0,20231011043x,2023-10-11,04:39:29,04:39:29
1328,1,20231011043x,2023-10-11,04:39:30,04:39:30
1329,2,20231011043x,2023-10-11,04:39:31,04:39:31
1330,0,20231011043x,2023-10-11,04:39:32,04:39:32
1331,1,20231011043x,2023-10-11,04:39:33,04:39:33
1332,0,20231011043x,2023-10-11,04:39:34,04:39:34
1333,0,20231011043x,2023-10-11,04:39:35,04:39:35
1334,0,20231011043x,2023-10-11,04:39:37,04:39:37
1335,1,20231011043x,2023-10-11,04:39:38,04:39:38
1336,1,20231011043x,2023-10-11,04:39:39,04:39:39
1337,0,20231011043x,2023-10-11,04:39:40,04:39:40
1338,1,20231011043x,2023-10-11,04:39:41,04:39:41
1339,0,20231011043x,2023-10-11,04:39:42,04:39:42
1340,1,20231011043x,2023-10-11,04:39:43,04:39:43
1341,1,20231011043x,2023-10-11,04:39:44,04:39:44
1342,1,20231011043x,2023-10-11,04:39:45,04:39:45
1343,0,20231011043x,2023-10-11,04:39:46,04:39:46
1344,1,20231011043x,2023-10-11,04:39:47,04:39:47
1345,1,20231011043x,2023-10-11,04:39:48,04:39:48
1346,1,20231011043x,2023-10-11,04:39:49,04:39:49
1347,0,20231011043x,2023-10-11,04:39:50,04:39:50
1348,0,20231011043x,2023-10-11,04:39:51,04:39:51
1349,2,20231011043x,2023-10-11,04:39:52,04:39:52
1350,1,20231011043x,2023-10-11,04:39:53,04:39:53
1351,1,20231011043x,2023-10-11,04:39:54,04:39:54
1352,0,20231011043x,2023-10-11,04:39:55,04:39:55
1353,2,20231011043x,2023-10-11,04:39:56,04:39:56
1354,0,20231011043x,2023-10-11,04:39:57,04:39:57
1355,1,20231011043x,2023-10-11,04:39:58,04:39:58
1356,0,20231011043x,2023-10-11,04:39:59,04:39:59
1357,0,20231011044x,2023-10-11,04:40:00,04:40:00
1358,1,20231011044x,2023-10-11,04:40:01,04:40:01
1359,1,20231011044x,2023-10-11,04:40:02,04:40:02
1360,2,20231011044x,2023-10-11,04:40:03,04:40:03
1361,0,20231011044x,2023-10-11,04:40:04,04:40:04
1362,0,20231011044x,2023-10-11,04:40:05,04:40:05
1363,2,20231011044x,2023-10-11,04:40:06,04:40:06
1364,1,20231011044x,2023-10-11,04:40:07,04:40:07
1365,0,20231011044x,2023-10-11,04:40:08,04:40:08
1366,1,20231011044x,2023-10-11,04:40:09,04:40:09
1367,1,20231011044x,2023-10-11,04:40:10,04:40:10
1368,1,20231011044x,2023-10-11,04:40:11,04:40:11
1369,1,20231011044x,2023-10-11,04:40:12,04:40:12
1370,0,20231011044x,2023-10-11,04:40:13,04:40:13
1371,0,20231011044x,2023-10-11,04:43:57,04:43:58
1372,0,20231011044x,2023-10-11,04:43:59,04:43:59
1373,2,20231011044x,2023-10-11,04:44:00,04:44:00
1374,1,20231011044x,2023-10-11,04:44:01,04:44:01
1375,0,20231011044x,2023-10-11,04:44:02,04:44:02
1376,2,20231011044x,2023-10-11,04:44:03,04:44:03
1377,0,20231011044x,2023-10-11,04:44:04,04:44:04
1378,1,20231011044x,2023-10-11,04:44:05,04:44:05
1379,0,20231011044x,2023-10-11,04:44:06,04:44:06
1380,1,20231011044x,2023-10-11,04:44:07,04:44:07
1381,2,20231011044x,2023-10-11,04:44:08,04:44:08
1382,1,20231011044x,2023-10-11,04:44:09,04:44:09
1383,1,20231011044x,2023-10-11,04:44:10,04:44:10
1384,0,20231011044x,2023-10-11,04:44:11,04:44:11
1385,1,20231011044x,2023-10-11,04:44:12,04:44:12
1386,1,20231011044x,2023-10-11,04:44:13,04:44:13
1387,1,20231011044x,2023-10-11,04:44:14,04:44:14
1388,1,20231011044x,2023-10-11,04:44:15,04:44:15
1389,1,20231011044x,2023-10-11,04:44:16,04:44:16
1390,0,20231011044x,2023-10-11,04:44:17,04:44:17
1391,0,20231011044x,2023-10-11,04:44:18,04:44:18
1392,1,20231011044x,2023-10-11,04:44:19,04:44:19
1393,1,20231011044x,2023-10-11,04:44:20,04:44:20
1394,0,20231011044x,2023-10-11,04:44:21,04:44:21
1395,0,20231011044x,2023-10-11,04:44:22,04:44:22
1396,1,20231011044x,2023-10-11,04:44:23,04:44:23
1397,1,20231011044x,2023-10-11,04:44:24,04:44:24
1398,0,20231011044x,2023-10-11,04:44:25,04:44:25
1399,1,20231011044x,2023-10-11,04:44:26,04:44:26
1400,0,20231011044x,2023-10-11,04:44:27,04:44:27
1401,1,20231011044x,2023-10-11,04:44:28,04:44:28
1402,0,20231011044x,2023-10-11,04:44:29,04:44:29
1403,1,20231011044x,2023-10-11,04:44:30,04:44:30
1404,1,20231011044x,2023-10-11,04:44:31,04:44:31
1405,1,20231011044x,2023-10-11,04:44:32,04:44:32
1406,0,20231011044x,2023-10-11,04:44:33,04:44:33
1407,2,20231011044x,2023-10-11,04:44:34,04:44:34
1408,1,20231011044x,2023-10-11,04:44:35,04:44:35
1409,0,20231011044x,2023-10-11,04:44:36,04:44:36
1410,1,20231011044x,2023-10-11,04:44:37,04:44:37
1411,1,20231011044x,2023-10-11,04:44:38,04:44:38
1412,1,20231011044x,2023-10-11,04:44:39,04:44:39
1413,1,20231011044x,2023-10-11,04:44:40,04:44:40
1414,1,20231011044x,2023-10-11,04:44:41,04:44:41
1415,1,20231011044x,2023-10-11,04:44:42,04:44:42
1416,2,20231011044x,2023-10-11,04:44:43,04:44:43
1417,1,20231011044x,2023-10-11,04:44:44,04:44:44
1418,0,20231011044x,2023-10-11,04:44:45,04:44:45
1419,0,20231011044x,2023-10-11,04:44:46,04:44:46
1420,2,20231011044x,2023-10-11,04:44:47,04:44:47
1421,0,20231011044x,2023-10-11,04:44:48,04:44:48
1422,1,20231011044x,2023-10-11,04:44:49,04:44:49
1423,1,20231011044x,2023-10-11,04:44:50,04:44:50
1424,0,20231011044x,2023-10-11,04:44:51,04:44:51
1425,2,20231011044x,2023-10-11,04:44:52,04:44:52
1426,1,20231011044x,2023-10-11,04:44:53,04:44:53
1427,1,20231011044x,2023-10-11,04:44:54,04:44:55
1428,1,20231011044x,2023-10-11,04:44:56,04:44:56
1429,0,20231011044x,2023-10-11,04:44:57,04:44:57
1430,1,20231011044x,2023-10-11,04:44:58,04:44:58
1431,1,20231011044x,2023-10-11,04:44:59,04:44:59
1432,1,20231011044x,2023-10-11,04:45:00,04:45:00
1433,0,20231011044x,2023-10-11,04:45:01,04:45:01
1434,0,20231011044x,2023-10-11,04:45:02,04:45:02
1435,1,20231011044x,2023-10-11,04:45:03,04:45:03
1436,1,20231011044x,2023-10-11,04:45:04,04:45:04
1437,1,20231011044x,2023-10-11,04:45:05,04:45:05
1438,1,20231011044x,2023-10-11,04:45:06,04:45:06
1439,0,20231011044x,2023-10-11,04:45:07,04:45:07
1440,0,20231011044x,2023-10-11,04:45:08,04:45:08
1441,1,20231011044x,2023-10-11,04:45:09,04:45:09
1442,0,20231011044x,2023-10-11,04:45:10,04:45:10
1443,0,20231011044x,2023-10-11,04:45:11,04:45:11
1444,0,20231011044x,2023-10-11,04:45:12,04:45:12
1445,1,20231011044x,2023-10-11,04:45:13,04:45:13
1446,0,20231011044x,2023-10-11,04:45:14,04:45:14
1447,2,20231011044x,2023-10-11,04:45:15,04:45:15
1448,0,20231011044x,2023-10-11,04:45:16,04:45:16
1449,1,20231011044x,2023-10-11,04:45:17,04:45:17
1450,0,20231011044x,2023-10-11,04:45:18,04:45:18
1451,0,20231011044x,2023-10-11,04:45:19,04:45:19
1452,2,20231011044x,2023-10-11,04:45:20,04:45:20
1453,1,20231011044x,2023-10-11,04:45:21,04:45:21
1454,0,20231011044x,2023-10-11,04:45:22,04:45:22
1455,0,20231011044x,2023-10-11,04:45:23,04:45:23
1456,1,20231011044x,2023-10-11,04:45:24,04:45:24
1457,1,20231011044x,2023-10-11,04:45:25,04:45:25
1458,0,20231011044x,2023-10-11,04:45:26,04:45:26
1459,1,20231011044x,2023-10-11,04:45:27,04:45:27
1460,1,20231011044x,2023-10-11,04:45:28,04:45:28
1461,0,20231011044x,2023-10-11,04:45:29,04:45:29
1462,1,20231011044x,2023-10-11,04:45:30,04:45:30
1463,1,20231011044x,2023-10-11,04:45:31,04:45:31
1464,1,20231011044x,2023-10-11,04:45:32,04:45:32
1465,0,20231011044x,2023-10-11,04:45:33,04:45:33
1466,0,20231011044x,2023-10-11,04:45:34,04:45:34
1467,1,20231011044x,2023-10-11,04:45:35,04:45:35
1468,0,20231011044x,2023-10-11,04:45:36,04:45:36
1469,2,20231011044x,2023-10-11,04:45:37,04:45:37
1470,1,20231011044x,2023-10-11,04:45:38,04:45:38
1471,0,20231011044x,2023-10-11,04:45:39,04:45:39
1472,2,20231011044x,2023-10-11,04:45:40,04:45:40
1473,0,20231011044x,2023-10-11,04:45:41,04:45:41
1474,0,20231011044x,2023-10-11,04:45:42,04:45:42
1475,1,20231011044x,2023-10-11,04:45:43,04:45:43
1476,1,20231011044x,2023-10-11,04:45:44,04:45:44
1477,0,20231011044x,2023-10-11,04:45:45,04:45:45
1478,1,20231011044x,2023-10-11,04:45:46,04:45:46
1479,0,20231011044x,2023-10-11,04:45:47,04:45:47
1480,1,20231011044x,2023-10-11,04:45:48,04:45:48
1481,0,20231011044x,2023-10-11,04:45:49,04:45:49
1482,0,20231011044x,2023-10-11,04:45:50,04:45:50
1483,0,20231011044x,2023-10-11,04:45:51,04:45:51
1484,1,20231011044x,2023-10-11,04:45:52,04:45:52
1485,1,20231011044x,2023-10-11,04:45:53,04:45:53
1486,1,20231011044x,2023-10-11,04:45:54,04:45:54
1487,1,20231011044x,2023-10-11,04:45:55,04:45:55
1488,1,20231011044x,2023-10-11,04:45:56,04:45:56
1489,2,20231011044x,2023-10-11,04:45:57,04:45:57
1490,1,20231011044x,2023-10-11,04:45:58,04:45:58
1491,0,20231011044x,2023-10-11,04:45:59,04:45:59
1492,1,20231011044x,2023-10-11,04:46:00,04:46:00
1493,1,20231011044x,2023-10-11,04:46:01,04:46:01
1494,1,20231011044x,2023-10-11,04:46:02,04:46:02
1495,2,20231011044x,2023-10-11,04:46:03,04:46:04
1496,1,20231011044x,2023-10-11,04:46:05,04:46:05
1497,0,20231011044x,2023-10-11,04:46:06,04:46:06
1498,0,20231011044x,2023-10-11,04:46:07,04:46:07
1499,2,20231011044x,2023-10-11,04:46:08,04:46:08
1500,1,20231011044x,2023-10-11,04:46:09,04:46:09
1501,0,20231011044x,2023-10-11,04:46:10,04:46:10
1502,0,20231011044x,2023-10-11,04:46:11,04:46:11
1503,2,20231011044x,2023-10-11,04:46:12,04:46:12
1504,0,20231011044x,2023-10-11,04:46:13,04:46:13
1505,2,20231011044x,2023-10-11,04:46:14,04:46:14
1506,1,20231011044x,2023-10-11,04:46:15,04:46:15
1507,1,20231011044x,2023-10-11,04:46:16,04:46:16
1508,1,20231011044x,2023-10-11,04:46:17,04:46:17
1509,1,20231011044x,2023-10-11,04:46:18,04:46:18
1510,1,20231011044x,2023-10-11,04:46:19,04:46:19
1511,0,20231011044x,2023-10-11,04:46:20,04:46:20
1512,2,20231011044x,2023-10-11,04:46:21,04:46:21
1513,1,20231011044x,2023-10-11,04:46:22,04:46:22
1514,0,20231011044x,2023-10-11,04:46:23,04:46:23
1515,1,20231011044x,2023-10-11,04:46:24,04:46:24
1516,1,20231011044x,2023-10-11,04:46:25,04:46:25
1517,1,20231011044x,2023-10-11,04:46:26,04:46:26
1518,1,20231011044x,2023-10-11,04:46:27,04:46:27
1519,1,20231011044x,2023-10-11,04:46:28,04:46:28
1520,0,20231011044x,2023-10-11,04:46:29,04:46:29
1521,1,20231011044x,2023-10-11,04:46:30,04:46:30
1522,0,20231011044x,2023-10-11,04:46:31,04:46:31
1523,0,20231011044x,2023-10-11,04:46:32,04:46:32
1524,2,20231011044x,2023-10-11,04:46:33,04:46:33
1525,0,20231011044x,2023-10-11,04:46:34,04:46:34
1526,1,20231011044x,2023-10-11,04:46:35,04:46:35
1527,0,20231011044x,2023-10-11,04:46:36,04:46:36
1528,1,20231011044x,2023-10-11,04:46:37,04:46:37
1529,1,20231011044x,2023-10-11,04:46:38,04:46:38
1530,1,20231011044x,2023-10-11,04:46:39,04:46:39
1531,0,20231011044x,2023-10-11,04:46:40,04:46:40
1532,1,20231011044x,2023-10-11,04:46:41,04:46:41
1533,1,20231011044x,2023-10-11,04:46:42,04:46:42
1534,1,20231011044x,2023-10-11,04:46:43,04:46:43
1535,0,20231011044x,2023-10-11,04:46:44,04:46:44
1536,1,20231011044x,2023-10-11,04:46:45,04:46:45
1537,1,20231011044x,2023-10-11,04:46:46,04:46:46
1538,0,20231011044x,2023-10-11,04:46:47,04:46:47
1539,1,20231011044x,2023-10-11,04:46:48,04:46:48
1540,0,20231011044x,2023-10-11,04:46:49,04:46:49
1541,1,20231011044x,2023-10-11,04:46:50,04:46:50
1542,0,20231011044x,2023-10-11,04:46:51,04:46:51
1543,0,20231011044x,2023-10-11,04:46:52,04:46:52
1544,0,20231011044x,2023-10-11,04:46:53,04:46:53
1545,2,20231011044x,2023-10-11,04:46:54,04:46:54
1546,1,20231011044x,2023-10-11,04:46:55,04:46:55
1547,0,20231011044x,2023-10-11,04:46:56,04:46:56
1548,1,20231011044x,2023-10-11,04:46:57,04:46:57
1549,0,20231011044x,2023-10-11,04:46:58,04:46:58
1550,1,20231011044x,2023-10-11,04:46:59,04:46:59
1551,1,20231011044x,2023-10-11,04:47:00,04:47:00
1552,1,20231011044x,2023-10-11,04:47:01,04:47:01
1553,1,20231011044x,2023-10-11,04:47:02,04:47:02
1554,0,20231011044x,2023-10-11,04:47:03,04:47:03
1555,2,20231011044x,2023-10-11,04:47:04,04:47:04
1556,0,20231011044x,2023-10-11,04:47:05,04:47:05
1557,0,20231011044x,2023-10-11,04:47:06,04:47:06
1558,3,20231011044x,2023-10-11,04:47:07,04:47:07
1559,0,20231011044x,2023-10-11,04:47:08,04:47:08
1560,1,20231011044x,2023-10-11,04:47:09,04:47:09
1561,2,20231011044x,2023-10-11,04:47:10,04:47:10
1562,0,20231011044x,2023-10-11,04:47:11,04:47:11
1563,0,20231011044x,2023-10-11,04:47:12,04:47:12
1564,1,20231011044x,2023-10-11,04:47:13,04:47:13
1565,1,20231011044x,2023-10-11,04:47:14,04:47:14
1566,0,20231011044x,2023-10-11,04:47:15,04:47:15
